<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.12.03	09:30:00	121790	122463	121655	122170	265440	832557	1
2021.12.03	09:45:00	122170	122427	122071	122287	185498	581648	1
2021.12.03	10:00:00	122287	123551	122182	123288	344933	1152466	1
2021.12.03	10:15:00	123282	123943	123194	123522	309610	937277	1
2021.12.03	10:30:00	123528	124458	123516	124405	320320	935057	1
2021.12.03	10:45:00	124405	125008	124118	124774	255406	882838	1
2021.12.03	11:00:00	124774	125072	124598	124973	212726	691412	1
2021.12.03	11:15:00	124967	125002	124458	124639	187760	617026	1
2021.12.03	11:30:00	124645	125371	124358	124633	341289	1147255	1
2021.12.03	11:45:00	124628	124821	124183	124347	242067	808986	1
2021.12.03	12:00:00	124347	124511	123528	123539	253368	867916	1
2021.12.03	12:15:00	123533	124464	123528	124452	228626	796423	1
2021.12.03	12:30:00	124452	124452	123662	123668	194303	646670	1
2021.12.03	12:45:00	123674	123902	123083	123551	254976	880830	1
2021.12.03	13:00:00	123551	123674	123042	123528	218815	709698	1
2021.12.03	13:15:00	123528	124083	123229	123896	214065	690114	1
2021.12.03	13:30:00	123902	123984	123188	123241	184404	581949	1
2021.12.03	13:45:00	123235	123504	122901	122960	210625	676922	1
2021.12.03	14:00:00	122966	123270	122767	123095	176400	566885	1
2021.12.03	14:15:00	123100	123709	123077	123457	174593	588673	1
2021.12.03	14:30:00	123457	123867	123030	123609	206616	683328	1
2021.12.03	14:45:00	123615	123715	123217	123352	152604	488465	1
2021.12.03	15:00:00	123352	123762	123229	123598	154617	505348	1
2021.12.03	15:15:00	123592	123838	123475	123539	147041	500954	1
2021.12.03	15:30:00	123539	123604	123276	123580	141143	458819	1
2021.12.03	15:45:00	123586	123697	123264	123563	157259	529530	1
2021.12.03	16:00:00	123557	123615	122977	123013	154276	529308	1
2021.12.03	16:15:00	123007	123118	122404	122972	203785	713597	1
2021.12.03	16:30:00	122977	123054	122574	122919	168149	552919	1
2021.12.03	16:45:00	122919	122977	122480	122498	130195	414526	1
2021.12.03	17:00:00	122504	122662	122047	122562	172067	584980	1
2021.12.03	17:15:00	122556	123036	122363	122743	132433	475974	1
2021.12.03	17:30:00	122749	123276	122726	122790	137733	477473	1
2021.12.03	17:45:00	122790	123118	122591	122989	111327	387508	1
2021.12.03	18:00:00	122989	123750	122948	123539	101480	292833	1
2021.12.03	18:15:00	123551	123773	123528	123639	34133	81983	1
2021.12.06	09:00:00	124236	124405	123803	124159	207098	487985	1
2021.12.06	09:15:00	124154	124230	123873	124025	173767	525358	1
2021.12.06	09:30:00	124025	124353	123890	124218	213922	676407	1
2021.12.06	09:45:00	124218	124511	123931	124253	268543	858831	1
2021.12.06	10:00:00	124253	124715	123961	124464	364862	1098216	1
2021.12.06	10:15:00	124464	124709	123855	124154	366006	1145447	1
2021.12.06	10:30:00	124148	124938	123931	124914	328623	1041410	1
2021.12.06	10:45:00	124914	125049	124546	125031	277873	891132	1
2021.12.06	11:00:00	125025	125078	124405	124551	248268	808184	1
2021.12.06	11:15:00	124557	124821	124317	124616	231493	791237	1
2021.12.06	11:30:00	124616	125148	124142	125049	410401	1335151	1
2021.12.06	11:45:00	125049	125628	124873	125546	316329	1086197	1
2021.12.06	12:00:00	125546	126003	125224	125950	268238	936590	1
2021.12.06	12:15:00	125950	126020	125751	125804	172256	579318	1
2021.12.06	12:30:00	125798	126008	125663	125728	181722	609795	1
2021.12.06	12:45:00	125722	125968	125575	125880	152940	510738	1
2021.12.06	13:00:00	125886	125932	125494	125593	154049	509672	1
2021.12.06	13:15:00	125587	125927	125558	125751	125639	417766	1
2021.12.06	13:30:00	125745	125903	125605	125897	130471	434214	1
2021.12.06	13:45:00	125891	125973	125763	125792	112083	374801	1
2021.12.06	14:00:00	125786	125845	125575	125640	132448	460671	1
2021.12.06	14:15:00	125640	125821	125558	125581	99018	340634	1
2021.12.06	14:30:00	125587	125780	125499	125605	141058	498998	1
2021.12.06	14:45:00	125605	126225	125587	126055	175015	641117	1
2021.12.06	15:00:00	126055	126073	125663	125897	142867	497026	1
2021.12.06	15:15:00	125891	125979	125663	125862	124662	444317	1
2021.12.06	15:30:00	125856	125880	125535	125593	134430	474246	1
2021.12.06	15:45:00	125593	125652	125336	125535	134571	480582	1
2021.12.06	16:00:00	125535	125605	125265	125341	141463	526640	1
2021.12.06	16:15:00	125336	125552	125312	125517	114831	420635	1
2021.12.06	16:30:00	125517	125599	125283	125353	114923	411103	1
2021.12.06	16:45:00	125353	125400	125137	125377	122633	437750	1
2021.12.06	17:00:00	125377	125564	125295	125505	117625	405069	1
2021.12.06	17:15:00	125505	125622	125347	125412	92701	326776	1
2021.12.06	17:30:00	125412	125652	125295	125628	84616	290016	1
2021.12.06	17:45:00	125628	125687	125435	125488	76437	286704	1
2021.12.06	18:00:00	125488	125646	125318	125616	73830	240932	1
2021.12.06	18:15:00	125622	125675	125476	125476	24654	73121	1
2021.12.07	09:00:00	127015	127389	126740	127114	226057	521596	1
2021.12.07	09:15:00	127114	127542	127044	127302	180753	529315	1
2021.12.07	09:30:00	127302	127319	127079	127231	150502	461978	1
2021.12.07	09:45:00	127231	127413	127161	127378	159124	488885	1
2021.12.07	10:00:00	127378	127448	127103	127190	210616	647513	1
2021.12.07	10:15:00	127190	127302	126822	126828	276726	832577	1
2021.12.07	10:30:00	126828	126980	126553	126787	316543	966801	1
2021.12.07	10:45:00	126781	126869	126459	126506	263298	877232	1
2021.12.07	11:00:00	126512	126588	126313	126330	196742	655480	1
2021.12.07	11:15:00	126330	126711	126272	126500	197904	626474	1
2021.12.07	11:30:00	126500	126740	126424	126558	239120	787285	1
2021.12.07	11:45:00	126558	126570	126102	126406	244477	829408	1
2021.12.07	12:00:00	126406	126956	126254	126927	245272	857298	1
2021.12.07	12:15:00	126927	126968	126617	126787	190513	635519	1
2021.12.07	12:30:00	126781	126904	126664	126711	128011	431150	1
2021.12.07	12:45:00	126716	127132	126670	127050	171507	580945	1
2021.12.07	13:00:00	127050	127068	126828	126910	112782	366239	1
2021.12.07	13:15:00	126910	126968	126547	126611	172397	583521	1
2021.12.07	13:30:00	126611	126711	126465	126512	140305	473177	1
2021.12.07	13:45:00	126506	126588	126278	126430	140588	484347	1
2021.12.07	14:00:00	126430	126658	126360	126447	150381	514034	1
2021.12.07	14:15:00	126453	126676	126301	126676	147250	488543	1
2021.12.07	14:30:00	126670	126834	126330	126354	173450	585002	1
2021.12.07	14:45:00	126354	126482	126196	126441	171112	575085	1
2021.12.07	15:00:00	126441	126535	125827	126026	204625	728685	1
2021.12.07	15:15:00	126026	126231	125979	126166	141322	500665	1
2021.12.07	15:30:00	126166	126488	125985	126365	163311	567064	1
2021.12.07	15:45:00	126365	126436	126184	126196	108967	378809	1
2021.12.07	16:00:00	126196	126324	126096	126143	119849	421366	1
2021.12.07	16:15:00	126143	126389	126049	126231	110039	379088	1
2021.12.07	16:30:00	126225	126336	126137	126237	89445	312897	1
2021.12.07	16:45:00	126237	126330	125997	126295	122601	429424	1
2021.12.07	17:00:00	126295	126488	126172	126319	127632	448348	1
2021.12.07	17:15:00	126319	126547	126131	126149	112691	389004	1
2021.12.07	17:30:00	126149	126219	125575	125839	144525	489847	1
2021.12.07	17:45:00	125839	126096	125663	126061	101792	336357	1
2021.12.07	18:00:00	126061	126371	126026	126190	66568	207898	1
2021.12.07	18:15:00	126196	126389	126108	126389	24112	70399	1
2021.12.08	09:00:00	126939	127144	126412	126617	227517	579202	1
2021.12.08	09:15:00	126617	126828	126406	126582	167678	481035	1
2021.12.08	09:30:00	126576	126670	126231	126283	175499	526086	1
2021.12.08	09:45:00	126289	126646	126172	126611	192533	606606	1
2021.12.08	10:00:00	126617	126711	126061	126120	272122	844338	1
2021.12.08	10:15:00	126120	126243	125938	126061	232778	770421	1
2021.12.08	10:30:00	126061	126172	125780	126020	256188	836706	1
2021.12.08	10:45:00	126020	126547	126014	126529	232572	791269	1
2021.12.08	11:00:00	126529	126576	125944	125962	239940	801066	1
2021.12.08	11:15:00	125962	126494	125921	126453	190139	665606	1
2021.12.08	11:30:00	126453	126863	126377	126787	243688	863725	1
2021.12.08	11:45:00	126793	127302	126781	127091	211155	778947	1
2021.12.08	12:00:00	127091	127120	126670	126763	197006	690214	1
2021.12.08	12:15:00	126763	126798	126482	126506	157247	527687	1
2021.12.08	12:30:00	126500	126547	126055	126207	209795	721407	1
2021.12.08	12:45:00	126213	126389	125985	126149	171098	575577	1
2021.12.08	13:00:00	126143	126447	126026	126360	139432	472534	1
2021.12.08	13:15:00	126354	126564	126231	126477	147764	512568	1
2021.12.08	13:30:00	126477	126518	126243	126336	107492	355846	1
2021.12.08	13:45:00	126336	126646	126283	126441	130085	442083	1
2021.12.08	14:00:00	126436	126447	126172	126395	119887	412930	1
2021.12.08	14:15:00	126395	126558	126295	126418	134480	475243	1
2021.12.08	14:30:00	126418	126599	126371	126529	95997	330083	1
2021.12.08	14:45:00	126535	126635	126307	126324	99361	350498	1
2021.12.08	15:00:00	126324	126377	126207	126243	94034	350340	1
2021.12.08	15:15:00	126237	126348	126161	126278	98030	372537	1
2021.12.08	15:30:00	126283	126793	126237	126722	153260	582854	1
2021.12.08	15:45:00	126728	126775	126518	126676	111986	389495	1
2021.12.08	16:00:00	126681	126699	126477	126547	90298	307684	1
2021.12.08	16:15:00	126553	126664	126477	126617	70398	243724	1
2021.12.08	16:30:00	126611	126623	126395	126477	81259	306027	1
2021.12.08	16:45:00	126471	126728	126418	126711	90667	350770	1
2021.12.08	17:00:00	126705	126921	126670	126763	101107	391784	1
2021.12.08	17:15:00	126763	126822	126605	126629	62332	235577	1
2021.12.08	17:30:00	126629	126757	126547	126681	67967	266905	1
2021.12.08	17:45:00	126681	126798	126635	126757	49314	192837	1
2021.12.08	18:00:00	126757	126898	126711	126834	47043	173906	1
2021.12.08	18:15:00	126834	126939	126752	126857	23946	94544	1
2021.12.09	09:00:00	125745	125891	125535	125693	174849	465339	1
2021.12.09	09:15:00	125687	125786	125494	125774	138153	423603	1
2021.12.09	09:30:00	125780	125909	125628	125646	124028	398618	1
2021.12.09	09:45:00	125640	125956	125605	125804	148870	503772	1
2021.12.09	10:00:00	125804	126014	125400	125517	301523	1003858	1
2021.12.09	10:15:00	125511	125804	125458	125798	205287	680615	1
2021.12.09	10:30:00	125792	125845	125499	125552	186689	633373	1
2021.12.09	10:45:00	125546	125552	124949	125072	247113	860843	1
2021.12.09	11:00:00	125078	125219	124897	125154	185847	628794	1
2021.12.09	11:15:00	125160	125277	125031	125201	169465	590733	1
2021.12.09	11:30:00	125207	125312	124721	124756	266771	945799	1
2021.12.09	11:45:00	124750	124856	124405	124534	200725	707751	1
2021.12.09	12:00:00	124540	124604	124341	124487	154726	565638	1
2021.12.09	12:15:00	124493	124674	124446	124639	127069	463929	1
2021.12.09	12:30:00	124639	124780	124546	124745	132299	463970	1
2021.12.09	12:45:00	124745	124967	124698	124967	116520	419246	1
2021.12.09	13:00:00	124961	125008	124715	124762	126223	463667	1
2021.12.09	13:15:00	124762	124821	124663	124803	98747	353413	1
2021.12.09	13:30:00	124803	125008	124756	125002	103104	398235	1
2021.12.09	13:45:00	125002	125072	124791	124856	121820	456832	1
2021.12.09	14:00:00	124856	124914	124551	124598	141161	522045	1
2021.12.09	14:15:00	124604	124669	124505	124639	107985	399824	1
2021.12.09	14:30:00	124639	124733	124382	124429	119736	454101	1
2021.12.09	14:45:00	124423	124797	124423	124780	107882	412335	1
2021.12.09	15:00:00	124774	125043	124745	124885	126290	499914	1
2021.12.09	15:15:00	124885	125020	124832	125008	92905	342023	1
2021.12.09	15:30:00	125008	125090	124897	124944	106982	393166	1
2021.12.09	15:45:00	124938	124984	124750	124856	133313	503847	1
2021.12.09	16:00:00	124856	124984	124721	124733	99371	377910	1
2021.12.09	16:15:00	124733	124938	124663	124692	105224	399164	1
2021.12.09	16:30:00	124686	124791	124499	124540	107291	408229	1
2021.12.09	16:45:00	124540	124563	124282	124499	144834	571530	1
2021.12.09	17:00:00	124493	124592	124078	124177	129347	496413	1
2021.12.09	17:15:00	124177	124323	123996	124078	101390	365601	1
2021.12.09	17:30:00	124083	124511	124054	124446	96787	355071	1
2021.12.09	17:45:00	124446	124499	124253	124282	61413	230050	1
2021.12.09	18:00:00	124282	124481	124218	124312	48000	171322	1
2021.12.09	18:15:00	124312	124528	124142	124528	31076	106812	1
2021.12.10	09:00:00	125043	125821	125043	125698	206933	566963	1
2021.12.10	09:15:00	125698	125821	125634	125728	91387	293762	1
2021.12.10	09:30:00	125728	125968	125669	125897	126681	408176	1
2021.12.10	09:45:00	125891	126079	125880	126044	121731	427862	1
2021.12.10	10:00:00	126049	126301	126014	126289	199836	699319	1
2021.12.10	10:15:00	126289	126494	126161	126301	168216	599614	1
2021.12.10	10:30:00	126301	126921	126301	126781	291689	999403	1
2021.12.10	10:45:00	126787	126793	126465	126617	173384	631951	1
2021.12.10	11:00:00	126617	126728	126377	126523	161978	560760	1
2021.12.10	11:15:00	126518	126558	126278	126301	161400	572141	1
2021.12.10	11:30:00	126307	126506	126055	126389	262807	965071	1
2021.12.10	11:45:00	126383	126412	125850	125897	216349	818026	1
2021.12.10	12:00:00	125897	125979	125716	125944	172177	658274	1
2021.12.10	12:15:00	125938	126190	125886	126155	149809	547470	1
2021.12.10	12:30:00	126149	126172	125763	125956	151026	550401	1
2021.12.10	12:45:00	125962	126090	125845	125979	124220	466836	1
2021.12.10	13:00:00	125979	126014	125751	125891	120321	448445	1
2021.12.10	13:15:00	125897	126161	125862	126096	104644	384057	1
2021.12.10	13:30:00	126096	126102	125845	125985	102964	363644	1
2021.12.10	13:45:00	125985	126342	125973	126202	125513	466674	1
2021.12.10	14:00:00	126202	126254	126085	126155	84544	318842	1
2021.12.10	14:15:00	126161	126231	125927	125968	94940	354903	1
2021.12.10	14:30:00	125973	126055	125763	125821	92529	340630	1
2021.12.10	14:45:00	125821	126126	125704	126085	123357	478034	1
2021.12.10	15:00:00	126085	126225	126014	126172	98594	371009	1
2021.12.10	15:15:00	126172	126248	125932	126114	112437	418875	1
2021.12.10	15:30:00	126114	126120	125921	126014	82120	306080	1
2021.12.10	15:45:00	126014	126131	125886	126038	91297	351345	1
2021.12.10	16:00:00	126032	126190	125979	126026	81586	321829	1
2021.12.10	16:15:00	126026	126108	125909	125968	62837	245947	1
2021.12.10	16:30:00	125973	126131	125891	126073	69848	278882	1
2021.12.10	16:45:00	126079	126225	126038	126155	77910	319719	1
2021.12.10	17:00:00	126155	126283	126108	126202	63656	259206	1
2021.12.10	17:15:00	126196	126243	126108	126108	43626	177975	1
2021.12.10	17:30:00	126108	126202	126096	126178	42647	178739	1
2021.12.10	17:45:00	126178	126219	126096	126196	37453	168667	1
2021.12.10	18:00:00	126196	126348	126166	126330	37635	151961	1
2021.12.10	18:15:00	126336	126471	126283	126401	36140	106748	1
2021.12.13	09:00:00	127032	127044	126629	126740	131582	369400	1
2021.12.13	09:15:00	126734	126845	126529	126576	119931	379103	1
2021.12.13	09:30:00	126576	126605	126471	126582	77910	274655	1
2021.12.13	09:45:00	126576	126594	126477	126523	64623	227450	1
2021.12.13	10:00:00	126523	126564	126319	126482	153082	520755	1
2021.12.13	10:15:00	126488	126553	126348	126453	143002	497110	1
2021.12.13	10:30:00	126453	127887	126401	127799	353455	1329919	1
2021.12.13	10:45:00	127799	128290	127623	128232	223317	878714	1
2021.12.13	11:00:00	128226	128267	128033	128086	109849	423909	1
2021.12.13	11:15:00	128080	128179	127840	127910	137448	504540	1
2021.12.13	11:30:00	127910	128080	127793	127898	176044	615419	1
2021.12.13	11:45:00	127898	127910	127688	127752	161411	561201	1
2021.12.13	12:00:00	127758	127776	127559	127758	162503	592873	1
2021.12.13	12:15:00	127758	127776	127389	127489	132503	465104	1
2021.12.13	12:30:00	127495	127588	127395	127419	118025	412706	1
2021.12.13	12:45:00	127419	127477	126488	126629	197170	797549	1
2021.12.13	13:00:00	126629	126775	126506	126623	166011	654546	1
2021.12.13	13:15:00	126623	126629	126295	126336	158328	617255	1
2021.12.13	13:30:00	126330	126488	126161	126231	152898	570913	1
2021.12.13	13:45:00	126231	126295	125868	126096	155512	600434	1
2021.12.13	14:00:00	126090	126108	125880	126055	97583	356688	1
2021.12.13	14:15:00	126049	126313	126038	126207	109235	429735	1
2021.12.13	14:30:00	126207	126488	126190	126436	117166	449351	1
2021.12.13	14:45:00	126441	126477	126301	126371	75475	288772	1
2021.12.13	15:00:00	126371	126535	126330	126441	97268	362350	1
2021.12.13	15:15:00	126447	126529	126207	126477	112989	435143	1
2021.12.13	15:30:00	126477	126494	126161	126389	111598	430256	1
2021.12.13	15:45:00	126389	126658	126313	126465	124592	509755	1
2021.12.13	16:00:00	126465	126588	126319	126553	96251	358763	1
2021.12.13	16:15:00	126547	126699	126447	126482	121529	468181	1
2021.12.13	16:30:00	126482	126652	126418	126482	99637	385665	1
2021.12.13	16:45:00	126488	126869	126441	126804	118541	468699	1
2021.12.13	17:00:00	126804	126886	126670	126757	78537	299965	1
2021.12.13	17:15:00	126763	126816	126611	126635	72400	273828	1
2021.12.13	17:30:00	126629	126693	126512	126523	68745	258732	1
2021.12.13	17:45:00	126523	126541	125909	125962	108734	430145	1
2021.12.13	18:00:00	125962	126032	125593	125927	88359	343196	1
2021.12.13	18:15:00	125927	126213	125780	126178	36972	134936	1
2021.12.14	09:00:00	125616	126664	125611	126570	197003	529792	1
2021.12.14	09:15:00	126564	126874	126494	126798	151311	468971	1
2021.12.14	09:30:00	126798	126974	126658	126716	147021	502305	1
2021.12.14	09:45:00	126716	127132	126687	127085	169937	559523	1
2021.12.14	10:00:00	127085	127659	127073	127343	251269	913205	1
2021.12.14	10:15:00	127337	127641	127307	127594	218728	733950	1
2021.12.14	10:30:00	127600	127857	126828	126904	327138	1184969	1
2021.12.14	10:45:00	126898	126939	126301	126763	262331	989539	1
2021.12.14	11:00:00	126763	127167	126383	126652	278535	1009781	1
2021.12.14	11:15:00	126652	126763	125932	126032	235116	846383	1
2021.12.14	11:30:00	126032	126997	125979	126705	288500	1047010	1
2021.12.14	11:45:00	126705	126834	126395	126728	215080	745948	1
2021.12.14	12:00:00	126728	126851	126196	126248	211295	746292	1
2021.12.14	12:15:00	126248	126775	126184	126693	166871	613533	1
2021.12.14	12:30:00	126693	126740	126371	126512	163742	598193	1
2021.12.14	12:45:00	126506	126576	126096	126324	181684	621962	1
2021.12.14	13:00:00	126324	126529	125886	125968	177046	631401	1
2021.12.14	13:15:00	125968	126225	125932	126190	141466	496432	1
2021.12.14	13:30:00	126190	126202	125634	125657	167416	574087	1
2021.12.14	13:45:00	125652	125751	125119	125195	196998	711579	1
2021.12.14	14:00:00	125195	125365	125078	125295	129327	474565	1
2021.12.14	14:15:00	125295	125441	125137	125412	104746	377335	1
2021.12.14	14:30:00	125412	125423	125014	125037	131431	474976	1
2021.12.14	14:45:00	125031	125178	124955	125014	130395	472111	1
2021.12.14	15:00:00	125014	125330	124897	125306	142607	528910	1
2021.12.14	15:15:00	125306	125447	125178	125330	119207	442209	1
2021.12.14	15:30:00	125336	125505	124926	124973	144340	561200	1
2021.12.14	15:45:00	124979	124990	124715	124914	135860	511582	1
2021.12.14	16:00:00	124914	125020	124563	124955	180692	718956	1
2021.12.14	16:15:00	124955	125066	124897	124932	83033	306133	1
2021.12.14	16:30:00	124926	124973	124797	124967	83434	325212	1
2021.12.14	16:45:00	124973	125072	124809	125072	85833	333807	1
2021.12.14	17:00:00	125072	125166	124920	125037	92378	372278	1
2021.12.14	17:15:00	125031	125248	125008	125213	69582	269384	1
2021.12.14	17:30:00	125219	125353	124827	124844	111020	420991	1
2021.12.14	17:45:00	124850	125037	124780	124961	82902	284419	1
2021.12.14	18:00:00	124961	124984	124750	124832	46192	126243	1
2021.12.14	18:15:00	124832	124885	124645	124657	19565	71547	1
2021.12.15	09:00:00	124933	125245	124743	124945	113615	313446	1
2021.12.15	09:15:00	124939	125204	124864	125112	121348	361477	1
2021.12.15	09:30:00	125112	125325	124974	125147	135445	414540	1
2021.12.15	09:45:00	125147	125371	124933	125337	150801	486220	1
2021.12.15	10:00:00	125337	125487	124340	124461	297726	953943	1
2021.12.15	10:15:00	124461	124651	124098	124507	258782	827776	1
2021.12.15	10:30:00	124501	125279	124484	124859	298385	927625	1
2021.12.15	10:45:00	124853	124991	124340	124397	283711	903224	1
2021.12.15	11:00:00	124403	124974	124374	124697	224214	739610	1
2021.12.15	11:15:00	124697	125037	124588	124668	209253	685726	1
2021.12.15	11:30:00	124668	124703	123919	123977	272586	915837	1
2021.12.15	11:45:00	123983	124127	123643	123729	201531	698768	1
2021.12.15	12:00:00	123723	123960	123522	123856	152226	523421	1
2021.12.15	12:15:00	123856	124173	123712	124058	145995	482871	1
2021.12.15	12:30:00	124058	124455	123954	124438	118001	390337	1
2021.12.15	12:45:00	124438	124449	124023	124104	127571	428300	1
2021.12.15	13:00:00	124098	124409	124063	124207	91810	306978	1
2021.12.15	13:15:00	124213	124876	124069	124524	158824	558196	1
2021.12.15	13:30:00	124524	124588	124202	124582	135070	469730	1
2021.12.15	13:45:00	124588	124628	124357	124369	105546	379617	1
2021.12.15	14:00:00	124369	124640	124248	124438	116087	413022	1
2021.12.15	14:15:00	124432	124778	124282	124749	81924	303444	1
2021.12.15	14:30:00	124749	124795	124127	124346	116581	444341	1
2021.12.15	14:45:00	124346	125031	124179	124830	131401	501532	1
2021.12.15	15:00:00	124824	125003	124622	124887	120569	438480	1
2021.12.15	15:15:00	124893	124951	124622	124899	110253	421066	1
2021.12.15	15:30:00	124905	125072	124547	124859	118892	440229	1
2021.12.15	15:45:00	124853	124997	124663	124956	99428	314953	1
2021.12.15	16:00:00	124962	125792	124150	125602	317423	970193	1
2021.12.15	16:15:00	125608	125700	124593	124755	158426	532063	1
2021.12.15	16:30:00	124761	125072	124593	124778	150208	512714	1
2021.12.15	16:45:00	124772	124945	124392	124536	150056	516127	1
2021.12.15	17:00:00	124536	125204	124461	125181	112220	396537	1
2021.12.15	17:15:00	125181	125510	125112	125481	123859	449912	1
2021.12.15	17:30:00	125481	125613	125222	125279	91786	310357	1
2021.12.15	17:45:00	125279	125613	125175	125538	85988	314480	1
2021.12.15	18:00:00	125538	125567	125308	125550	41814	148679	1
2021.12.15	18:15:00	125550	125711	125469	125711	18499	63304	1
2021.12.16	09:00:00	126582	127354	126461	126962	221416	621815	1
2021.12.16	09:15:00	126956	127181	126743	127019	191999	585465	1
2021.12.16	09:30:00	127025	127083	126691	126904	161478	458401	1
2021.12.16	09:45:00	126904	127094	126754	126754	179957	524217	1
2021.12.16	10:00:00	126754	127204	126754	126818	217434	684373	1
2021.12.16	10:15:00	126818	127267	126645	127187	214466	722979	1
2021.12.16	10:30:00	127187	127394	126985	127002	184920	636031	1
2021.12.16	10:45:00	127002	127019	126616	126708	201653	694667	1
2021.12.16	11:00:00	126703	126737	126230	126403	244646	805807	1
2021.12.16	11:15:00	126397	126616	126270	126553	173336	583174	1
2021.12.16	11:30:00	126547	127083	126040	126121	345384	1234200	1
2021.12.16	11:45:00	126121	126835	126121	126276	266750	902915	1
2021.12.16	12:00:00	126270	126368	125855	126132	219211	741622	1
2021.12.16	12:15:00	126126	126582	126011	126397	164735	570378	1
2021.12.16	12:30:00	126391	126512	126213	126351	136529	487435	1
2021.12.16	12:45:00	126351	126662	126293	126386	141559	491775	1
2021.12.16	13:00:00	126391	126432	126115	126230	116224	402672	1
2021.12.16	13:15:00	126236	127014	126224	126870	160879	576540	1
2021.12.16	13:30:00	126875	126887	126553	126599	108199	383171	1
2021.12.16	13:45:00	126605	126766	126403	126449	108418	371685	1
2021.12.16	14:00:00	126449	126726	126386	126535	101579	359445	1
2021.12.16	14:15:00	126530	126599	126259	126391	112920	401052	1
2021.12.16	14:30:00	126386	126530	126230	126265	89069	319712	1
2021.12.16	14:45:00	126270	126380	126138	126155	101896	359696	1
2021.12.16	15:00:00	126161	126380	126132	126328	87803	323276	1
2021.12.16	15:15:00	126328	126576	126259	126547	84303	305877	1
2021.12.16	15:30:00	126547	126685	126403	126610	98661	346071	1
2021.12.16	15:45:00	126610	126749	126570	126633	87392	310801	1
2021.12.16	16:00:00	126633	126737	126478	126524	80231	288501	1
2021.12.16	16:15:00	126524	126541	126126	126184	112588	422543	1
2021.12.16	16:30:00	126184	126466	126011	126270	131321	482002	1
2021.12.16	16:45:00	126270	126270	125832	126132	140039	510368	1
2021.12.16	17:00:00	126138	126184	125786	125982	114916	420210	1
2021.12.16	17:15:00	125982	126414	125913	126403	90439	325620	1
2021.12.16	17:30:00	126409	126541	126190	126403	113860	396378	1
2021.12.16	17:45:00	126397	126916	126288	126593	110766	404521	1
2021.12.16	18:00:00	126593	126691	126495	126530	43147	142442	1
2021.12.16	18:15:00	126524	126754	126507	126737	22137	72317	1
2021.12.17	09:00:00	126167	126201	125792	125913	150219	395384	1
2021.12.17	09:15:00	125907	125930	125660	125711	145837	433640	1
2021.12.17	09:30:00	125711	125786	125510	125562	146168	440498	1
2021.12.17	09:45:00	125562	125694	125296	125469	174244	554306	1
2021.12.17	10:00:00	125475	125550	125175	125406	205143	672525	1
2021.12.17	10:15:00	125412	125417	125060	125227	172802	559542	1
2021.12.17	10:30:00	125222	125469	125164	125452	167452	561137	1
2021.12.17	10:45:00	125452	125562	125337	125343	183765	620818	1
2021.12.17	11:00:00	125343	125487	125135	125429	187201	646133	1
2021.12.17	11:15:00	125429	125613	125170	125239	198185	697482	1
2021.12.17	11:30:00	125245	125389	124691	124732	293837	1045616	1
2021.12.17	11:45:00	124732	124991	124565	124795	221109	764303	1
2021.12.17	12:00:00	124801	124922	124501	124530	177866	606783	1
2021.12.17	12:15:00	124530	124703	124369	124703	151373	536733	1
2021.12.17	12:30:00	124697	125199	124674	124980	198603	694858	1
2021.12.17	12:45:00	124980	125608	124968	125475	194742	662661	1
2021.12.17	13:00:00	125475	125781	125377	125723	158944	553065	1
2021.12.17	13:15:00	125729	125757	125562	125683	112539	382660	1
2021.12.17	13:30:00	125688	125798	125320	125366	166185	574983	1
2021.12.17	13:45:00	125371	125492	125204	125475	138750	474410	1
2021.12.17	14:00:00	125469	125475	125118	125394	143356	485960	1
2021.12.17	14:15:00	125394	125706	125371	125562	151637	538175	1
2021.12.17	14:30:00	125562	125976	125498	125884	163780	595388	1
2021.12.17	14:45:00	125890	126011	125769	125792	118813	408965	1
2021.12.17	15:00:00	125786	125838	125510	125533	116632	409560	1
2021.12.17	15:15:00	125527	125717	125515	125613	105618	373067	1
2021.12.17	15:30:00	125619	125942	125590	125775	136924	470363	1
2021.12.17	15:45:00	125775	125930	125683	125913	116950	410480	1
2021.12.17	16:00:00	125913	125930	125579	125590	101150	351999	1
2021.12.17	16:15:00	125590	125734	125412	125464	98793	351195	1
2021.12.17	16:30:00	125469	125694	125412	125688	90217	327843	1
2021.12.17	16:45:00	125688	125821	125320	125458	119155	434605	1
2021.12.17	17:00:00	125458	125596	125285	125325	104142	387752	1
2021.12.17	17:15:00	125325	125429	125141	125394	102556	381279	1
2021.12.17	17:30:00	125394	125446	125066	125227	100632	340538	1
2021.12.17	17:45:00	125233	125377	124945	125308	98443	390111	1
2021.12.17	18:00:00	125308	125366	124928	125014	61602	216398	1
2021.12.17	18:15:00	125008	125210	124956	125043	24295	66408	1
2021.12.20	09:00:00	123550	123804	123268	123360	147567	419146	1
2021.12.20	09:15:00	123354	123654	123222	123331	185561	543638	1
2021.12.20	09:30:00	123326	123671	123320	123596	127760	371533	1
2021.12.20	09:45:00	123602	123637	123331	123620	158966	475725	1
2021.12.20	10:00:00	123620	123735	122940	122963	317628	1007549	1
